Name,Price,Old Price,Discount,Rating,Items Left
"Gukbis 3pcs Men's Sports Suit, Long Sleeves + Sport Coats + Casual Pants Set - Black","KSh 1,880","KSh 2,735",31%,4.5 out of 5,
Fashion Pearl Set Elegant Earrings Ring Necklace 3 Set Wedding Banquet Set,KSh 279,KSh 399,30%,1 out of 5,
Household USB Night Light Colorful Crystal Humidifier -1000ML,"KSh 1,480","KSh 2,150",31%,4.6 out of 5,
Phone Vlog Video Kit With Adjustable Tripod/ Stabilizer,"KSh 1,399","KSh 1,995",30%,4.3 out of 5,
Fashion Sneakers Breathable Sports Shoes For Men,"KSh 1,390","KSh 2,203",37%,4.2 out of 5,
"Mythco 138LED Solar Lights With Motion Sensor, 3 Adjustable Heads, 270° Wide Angle","KSh 1,900","KSh 3,429",45%,5 out of 5,
Fashion Vest Camisole Tank Tops Underwear With Chest Pad No Steel Ring Lace Bra Ladies Clothing,KSh 479,KSh 899,47%,4.1 out of 5,
LASA Rolling Extendable Clothing Rack,"KSh 5,150","KSh 6,950",26%,,
Fashion Mens Trench Coats Blazers Windbreak Lightweight Jackets - Yellow,"KSh 1,100","KSh 2,200",50%,4 out of 5,
2.09 Smart Watch Full Touch Screen-Sports Belt,"KSh 1,490","KSh 2,570",42%,3 out of 5,
"26cm RGB Ring Light Tripod For Photography,Video, And Makeup",KSh 959,"KSh 1,900",50%,4.2 out of 5,
16 Size Crochet Hooks Sewing Tools-57 In 1 Full Set,"KSh 1,250","KSh 1,716",27%,3.8 out of 5,
M19 LED Touch Wireless Bluetooth Headset With Large Battery - Black,KSh 810,"KSh 1,488",46%,1.7 out of 5,
7.6m 25+2Bulbs LED Outdoor String Lights Waterproof Retro Outdoor Spotlight,"KSh 2,740","KSh 4,587",40%,4.8 out of 5,
Ramtons RM/306 - 150ml Steam Iron - White & Green (1YR WRTY),"KSh 2,200",,,4.4 out of 5,
SEXTOYS Wireless G-s-pot V-ibrator And Clitoral Stimulator,"KSh 1,780","KSh 2,399",26%,4.6 out of 5,
Fashion Square Polarised Sunglasses Metal Frames-Black,KSh 560,KSh 684,18%,,
Fashion Lady Purse Solid Color Hair Ball Wallet Women's Card Wallets,KSh 470,KSh 860,45%,3.6 out of 5,
Men Women Empty Top Sun Visor Cap Adjustable Sports Hat,KSh 200,KSh 400,50%,1 out of 5,
2.09 Smart Watch Full Touch Screen - Health Gold,"KSh 1,351","KSh 2,557",47%,5 out of 5,
Air Humidifier Mist Maker 300ml - LED Lights - White,"KSh 1,320","KSh 2,399",45%,4.3 out of 5,
"TG157 LED Flashing Light Speaker, 1200mAh, Waterproof Subwoofer, FM Radio","KSh 1,819","KSh 2,463",26%,4.5 out of 5,
Fashion Spider Print Short Sleeve Suit For Kids -black,KSh 623,"KSh 1,222",49%,3.3 out of 5,
Air Humidifier Mist Maker 300ml - LED Lights - White,"KSh 1,320","KSh 2,399",45%,4.3 out of 5,
"TG157 LED Flashing Light Speaker, 1200mAh, Waterproof Subwoofer, FM Radio","KSh 1,819","KSh 2,463",26%,4.5 out of 5,
Fashion Spider Print Short Sleeve Suit For Kids -black,KSh 623,"KSh 1,222",49%,3.3 out of 5,
VIC RGB Video Light Stick Wand Party Colorful LED Lamp Fill Light Handheld Flash,KSh 990,"KSh 1,550",36%,,
LASA 3 Tier Bamboo Shoe Bench Storage Shelf,"KSh 4,650","KSh 5,500",15%,5 out of 5,
"Freeyond F9,3GB+128GB,6.52"", 13.0MP,4G Smartphone 5000mAh Dual SIM Android Phone","KSh 10,595","KSh 19,990",47%,3.9 out of 5,
Magnetic Therapy Back Massager Stretcher Neck Stretch Tools - Blue,KSh 490,KSh 652,25%,4.3 out of 5,
"66L Clothes Organizer With Steel Frame, Foldable Clothes Organizer, Storage Bag","KSh 1,269","KSh 1,900",33%,4.7 out of 5,
Fashion 2pcs Dinosaur Boy Set Long Sleeve - Black,KSh 436,KSh 855,49%,5 out of 5,
"Fashion 3pcs Men's Short Sleeve T-shirt + Shorts + Pants,Sports Suit","KSh 2,280","KSh 3,690",38%,,
Fashion Tote Bag Large Capacity Women's Shoulder Bag Women Bag Handbag,KSh 527,KSh 999,47%,,
Laminator SL200 Cold And Hot Laminator,"KSh 3,999","KSh 5,010",20%,,
LASA USB 3.0 Adapter Cable For 2.5 SATA SSD/HDD Drives,KSh 800,"KSh 1,250",36%,4.6 out of 5,
Ramtons RM/349 - Cordless Kettle 1.7 LTS-White & Green. (1YR WRTY),"KSh 2,040",,,4.4 out of 5,
"1/2/3 Seat Fabric Sofa Cover, Children, Pet, Non-slip, Armchair Furniture Cover","KSh 1,640","KSh 2,850",42%,4.3 out of 5,
Fashion 2 In 1 Men Short Sleeve Polo Shirt,KSh 903,"KSh 1,771",49%,3.1 out of 5,
Fashion Women Leather Rhinestone Analog Quartz Wrist,KSh 900,KSh 966,7%,4.1 out of 5,
Electronic Digital Blood Pressure Monitor Machine Sphygmomanometer,"KSh 2,200","KSh 3,468",37%,4.5 out of 5,
LASA 2-Drawer Storage - Dark Grey,"KSh 3,150","KSh 5,465",42%,4 out of 5,
"B39 Wireless Foldable Bluetooth Earphone Stereo, With TF Card Microphone",KSh 692,"KSh 1,150",40%,4 out of 5,
Fashion Business And Leisure Retro British Soft Leather Sneakers Sports Men's Shoes,"KSh 1,299","KSh 1,645",21%,4.3 out of 5,
Fashion Men Casual Brogue Official Leather Shoes Oxford Loafers & Slip-Ons Black,"KSh 2,110","KSh 3,999",47%,3.7 out of 5,
"Fashion 4PCS Men's Pure Cotton High Stretch Underwear, Antibacterial Breathable Boxer","KSh 1,358","KSh 1,765",23%,4.4 out of 5,
Wireless Headset Volume Control Is Lightweight And Foldable-pink,KSh 780,"KSh 1,000",22%,1 out of 5,
H15 Phone Game Cooler Cooling Fan Radiator,KSh 516,KSh 799,35%,3.9 out of 5,
3 Pieces/Set Smooth Massage Beads Crystal Jewelry Heart Shaped A-nal P-lug Stimulator - Dark Purple,"KSh 1,304","KSh 1,900",31%,4.4 out of 5,
PU Leather 2-Layers Jewelry Box Necklace Ring Storage Case,"KSh 1,255","KSh 1,990",37%,4.8 out of 5,
LASA Clothes Drying Rack Foldable Laundry Stand,"KSh 7,950","KSh 10,750",26%,5 out of 5,
"Fashion Men's Retro PU Leather Shoulder Bag,Business Briefcase,Handbag,Travel Backpack","KSh 3,860",,,4.3 out of 5,
Alien Penis Lin Monster Alternative Female Anal Plug SM Simulation Super Soft Anal Plug Dildo,"KSh 1,640","KSh 2,310",29%,3 out of 5,
Lenovo XT65 Bluetooth 5.3 Earbuds 500mAh Charge Earphones Headset,"KSh 1,599","KSh 2,999",47%,5 out of 5,
LASA 6-Cube Storage Organizer Closet Shelves Plastic Cabinet,"KSh 2,550","KSh 4,300",41%,5 out of 5,
"Fashion Men's Slim Leather Wallet, ID Card Holder，Credit Card Holder, Coin Purse","KSh 1,180","KSh 1,463",19%,4.5 out of 5,
"Stainless Steel Electric Insulated Lunch Box, For Home,Car,Outdoor,Travel","KSh 3,490","KSh 4,890",29%,,
Fashion 9 Pairs Ladies Hoop Diamond Pearl Earrings Set Punk Earrings,KSh 308,KSh 571,46%,4.3 out of 5,
3 In1 Multi Functional School Backpack With USB Slot-Black,"KSh 1,199","KSh 1,469",18%,4 out of 5,
"Handheld Vacuum 9000Pa, Powerful Hand-held Vacuum Cleaner","KSh 2,788","KSh 2,800",1%,3.3 out of 5,
Ramtons RM/180- Dry Iron - 1100W - White & Green (1YR WRTY),"KSh 1,970",,,4.4 out of 5,
Fashion Men's Breathable Sneakers Men's Sports Running Shoes-Black,KSh 790,"KSh 1,084",27%,3.3 out of 5,
3 Pairs Of Reusable Magnetic False Eyelashes - Black,KSh 490,KSh 980,50%,5 out of 5,
Fashion Short Necklace Perforated Masonry Necklace,KSh 100,KSh 200,50%,3.3 out of 5,
LASA 3.5 MM Audio Cable Male To Male - 1.8M,KSh 496,KSh 795,38%,5 out of 5,
New Men's Backpack Lightweight Fashion Casual Large Capacity Business 15 Inches,"KSh 1,850","KSh 2,370",22%,4.1 out of 5,
Fashion 4 Pcs Sexy Lace Ladies Panties Underwear Gstring Set Color Random,KSh 322,KSh 525,39%,5 out of 5,
Fashion Womens Casual Thick Bottom Shoes Running Sneakers - Pink.,KSh 840,"KSh 1,647",49%,4.3 out of 5,
Automatic Household Bottled Water Pump Dispenser Rechargeable - Black,"KSh 1,640","KSh 2,400",32%,5 out of 5,
Portable Telescopic Bluetooth Remote Control Lighted Mobile Phone Selfie Stick,KSh 364,KSh 714,49%,4 out of 5,
Ramtons RM/264 - Corded Kettle 1.8L - White (1YR WRTY),"KSh 2,420",,,4.6 out of 5,
Portable Wardrobe Nonwoven With 3 Hanging Rods And 6 Storage Shelves,"KSh 2,880","KSh 3,520",18%,4.6 out of 5,
LASA Set Of 3 Stacking Side Tables For Living Room,"KSh 5,950","KSh 11,500",48%,,
Digital LCD PH Meters Pen Professional Water Quality Tester - Blue,"KSh 1,736","KSh 2,284",24%,4.5 out of 5,
Professional Microphone Kits V8 Sound Card,"KSh 2,500","KSh 3,000",17%,4 out of 5,
2.4 Inch Car Camera - Driving Recorder HD 1080P Night Vision,"KSh 1,175","KSh 2,100",44%,5 out of 5,
Fashion 0-9 Months Baby Boy 4PCS Set Bear Print Short Sleeve Bodysuit Shorts Hat Sock,"KSh 1,424","KSh 2,373",40%,5 out of 5,
Ubeator 2-in-1 Hot-Air Hair Styling Comb Straightener Hair Brush blow dry hair dryer Hot Brush Flat Iron,"KSh 1,686","KSh 2,520",33%,4.2 out of 5,
Antibacterial Cream Anti Fungal Dermatitis Eczema Treatment,KSh 999,"KSh 1,287",22%,5 out of 5,
Fashion Men Waterproof Crossbody Chest Bag,KSh 619,"KSh 1,099",44%,4.3 out of 5,
"Men's Classic Business Shoes, Fashionable And Versatile Leather Shoes","KSh 2,000","KSh 3,558",44%,4.7 out of 5,
Fashion Men's Watch Multifunction Watch - Black Gold,KSh 790,KSh 990,20%,3 out of 5,
Catpapa 0-24 Months Baby Boy Short Sleeves Animal Print Bodysuit +Starp Pants 2PCS,"KSh 1,644","KSh 2,740",40%,,
Fashion Nylon New Crossbody Sling Bag Ins Shoulder Messenger Handbag,KSh 515,KSh 918,44%,5 out of 5,
Adhesive Multi-Purpose Hooks Wall Mounted Mop Organizer Holder,"KSh 1,841","KSh 1,890",3%,5 out of 5,
Fashion PC Pink Girl Glasses Frames,KSh 390,KSh 690,43%,5 out of 5,
2.09 Smart Watch Fulltouchscreen-Silversteel Belt,"KSh 1,590","KSh 2,856",44%,1 out of 5,
Fashion Hard Shell Eyeglasses Case Portable Sunglasses Case Glasses Box,KSh 590,"KSh 1,000",41%,4 out of 5,
Bone Conduction Wireless Bluetooth 5.3 Headphones Sports Earbuds,KSh 990,"KSh 1,725",43%,3 out of 5,
"VIC Kitchen Kni Fe Sharpener, Repair Restore And Polish Blades",KSh 390,KSh 666,41%,3.6 out of 5,
Fashion 1 Set Lace Bra Set Women Floral Transparent Bra Underwire+Panty Lingerie Set Fashion Sexy Underwear,KSh 885,"KSh 1,500",41%,3 out of 5,
"2Pcs Bone Toe Bunion Splint Straightener Corrector,Foot Pain Relief Hallux Valgus Feet Protector","KSh 1,865","KSh 2,790",33%,4.3 out of 5,
6 Speed/Cordless Handheld Deep Muscle Massager Relaxation MassagerVibration  Fitness Equipment,"KSh 2,540","KSh 4,831",47%,4.5 out of 5,
Backpack Casual Travel Bag School Bag & Laptop Bag- Black,"KSh 1,499","KSh 1,999",25%,4 out of 5,
Hair Clipper Men Hair Shaving Machine-Gold,KSh 590,"KSh 1,157",49%,3.8 out of 5,
Fashion Men Casual Sneakers Breathable Sport Running Shoes,KSh 920,"KSh 1,764",48%,3.5 out of 5,
Cigarette Case Magnetic Switch Brushed Aluminum 20 Capacity,KSh 600,"KSh 1,200",50%,4.5 out of 5,
Fashion Vintage Metal Round Frame Eyeglasses Frames Without Lenses,KSh 520,KSh 690,25%,3.8 out of 5,
Ramtons RM/571- Dry Iron (1YR WRTY),"KSh 2,130",,,4.5 out of 5,
Robot Floor Vacuum Kitchen Sweeper And Mop With Magic Handle,"KSh 1,690","KSh 2,900",42%,2 out of 5,
Fashion Ladies Watch Bracelet 5Pcs/Set Bracelet Watch Set White,KSh 999,"KSh 1,399",29%,5 out of 5,
Toumi Bluetooth Speaker With Flashlight Power Charging,KSh 999,"KSh 1,399",29%,5 out of 5,
"9PCS Car Wash Kit, Cleaning Gloves, Sponge & Brush For Car Cleaning Tool","KSh 1,820","KSh 3,318",45%,4.5 out of 5,
Fashion Ladies Watch Bracelet 5Pcs/Set Bracelet Watch Set White,KSh 999,"KSh 1,399",29%,5 out of 5,
Toumi Bluetooth Speaker With Flashlight Power Charging,KSh 999,"KSh 1,399",29%,5 out of 5,
"9PCS Car Wash Kit, Cleaning Gloves, Sponge & Brush For Car Cleaning Tool","KSh 1,820","KSh 3,318",45%,4.5 out of 5,
Men's Fashion Waist Slimming Belt Tight Fat Burner,KSh 200,KSh 392,49%,5 out of 5,
1PC High Capacity 350ml Hand Sanitizer Soap Dispenser,"KSh 1,100","KSh 2,200",50%,5 out of 5,
M90 Pro Wireless Headphones High Quality Sports Stereo Earbuds,KSh 869,"KSh 1,564",44%,3.4 out of 5,
"Four-Layer Simple Assembly Folding Shoe Rack,Shoe Storage Rack - Blue","KSh 1,180","KSh 1,400",16%,1 out of 5,
12-inch HD Mobile Phone Curved 3D Magnified Screen,KSh 780,"KSh 1,420",45%,4 out of 5,
Smart Touch Control Wireless Bluetooth Compatible Headset Waterproof LED Display,KSh 799,"KSh 1,450",45%,5 out of 5,
Fashion Gold Plated 4mm/6mm Wedding Band Ring For Women & Men,KSh 99,KSh 122,19%,,
Ramtons RF/214- 1 Door Fridge - 90 Litres - White (1YR WRTY),"KSh 22,500",,,4.4 out of 5,
50W LED Solar Powered Wall Light，Outdoor Lamp，Garden And Balcony Lighting,"KSh 2,450","KSh 3,990",39%,,
Ramtons RF/239-196 Litres Double Door No Frost Fridge-Silver (1YR WRTY),"KSh 64,499","KSh 68,400",6%,3.7 out of 5,
Fashion Women Solid Color Off Shoulder Club Party Jumpsuit 2pcs Spring And Fall,"KSh 1,149","KSh 2,114",46%,4 out of 5,
A11 Mini WiFi Wireless Security Camera HD 1080p Remote Network Surveillance,"KSh 1,360","KSh 1,890",28%,5 out of 5,
Ramtons RM/429 - Hot & Normal Water Dispenser + Stand - White (1YR WRTY),"KSh 8,980",,,4.4 out of 5,
Fashion Jade Amulet Unisex Necklace Natural Hand-carved Jewelry Pendant,KSh 119,KSh 233,49%,,
Fashion 3 Pcs Men's Polos Short Sleeve T-Shirt - Multicolor,"KSh 2,380","KSh 4,760",50%,3.5 out of 5,
"Ramtons RF/173, 2 Door Direct Cool Fridge, 128 Litres - Silver (1YR WRTY)","KSh 33,799","KSh 36,750",8%,4.2 out of 5,
Fashion Men Summer Tank Top Sleeveless Men Vest,KSh 343 - KSh 490,KSh 673 - KSh 817,49%,3 out of 5,
Catpapa Baby Girls Outfit Set Letter Short Sleeves Bodysuit Polka Dot Shorts Headband,"KSh 960 - KSh 1,080","KSh 1,482 - KSh 1,542",35%,3.1 out of 5,
1.99 Inch HD Full Touch Screen Smart Bluetooth Call Smart Watch,"KSh 1,850","KSh 3,150",41%,3 out of 5,
LASA 2 Piece Bar Stool Chair Set,"KSh 6,850","KSh 9,950",31%,4.9 out of 5,
1 PC Adjustable Memory Foam Neck Pillow - Gray,"KSh 1,899","KSh 2,360",20%,3.8 out of 5,
12V/24V 110V/220V Battery Chargers For Trucks And Motorcycles,"KSh 3,690","KSh 4,380",16%,5 out of 5,
Fashion Men Summer Tank Top Sleeveless Fitness Men Vest,KSh 490,KSh 817,40%,5 out of 5,
Antibacterial Psoriasis Cream Itch Eczema  Relief Skin Rash,KSh 999,"KSh 1,287",22%,,
9.1Ft Adjustable Jump Rope Fitness Skipping Rope Soft Foam,KSh 439,KSh 642,32%,4.3 out of 5,
VIC 3.6v Power Tools Set Household Maintenance 1800mAh Electric Drill Screwdriver,"KSh 1,690","KSh 3,200",47%,4.8 out of 5,
"WiFi Smart Plug, UK 16A Adapter, Wireless Remote Control","KSh 1,650","KSh 2,200",25%,4.3 out of 5,
Posture Corrector Adjustable Back Posture Correction Belt Shoulder Support,KSh 319,KSh 625,49%,3.9 out of 5,
Fashion Couple Fashion Adjustable Wedding Ring,KSh 231,KSh 453,49%,3.7 out of 5,
Wireless Headset Volume Control Is Lightweight And Foldable-violet,KSh 780,"KSh 1,000",22%,5 out of 5,
Ramtons RM/398- Cordless Electric Kettle 1.7 Lts -Stainless Steel (1YR WRTY),"KSh 2,490",,,4.3 out of 5,
BOMGE Micrófono Condensador Usb Cardioide Rgb Podcast Pc Gamer,"KSh 1,470","KSh 2,882",49%,4.5 out of 5,
"100Pcs Air Fryer Disposable Paper Liners, Round","KSh 2,264","KSh 2,780",19%,,
"Pro Air Bluetooth Headset Hi-Fi, Stereo, Ear Protection, Neck Headset",KSh 595,"KSh 1,100",46%,2.3 out of 5,
"Outdoor Double Hammock, Travel Hammock With Shoulder Straps And Carabiner","KSh 1,420","KSh 1,864",24%,5 out of 5,
"LED Solar Alarm, Remote Alarm Lights, Infrared Sensor -White","KSh 1,600","KSh 2,200",27%,4.5 out of 5,
LASA CE-LINK AUX Audio 3.5mm Cable Car Elbow Flat Male To Male - 1.5m,KSh 595,"KSh 1,150",48%,5 out of 5,
LASA Adjustable Laptop Table Notebook Stand,"KSh 2,995","KSh 5,950",50%,4.5 out of 5,
"C Idea 9 Inches Android 12 Tablets WiFi 256GB SIM ,1280 * 800,8000mAh Battery Tablet Green","KSh 9,448","KSh 18,625",49%,4.3 out of 5,
Ramtons RM/325- Cordless Kettle Aqua 1.7 Lts - White & Blue (1YR WRTY),"KSh 1,890",,,4.4 out of 5,
cloudoon Men's 3D U-POUCH Underwear Boxer Briefs 3pcs/set,KSh 999,"KSh 1,899",47%,5 out of 5,
"UMIDIGI G1 Tab Mini-8’‘HD（3GB,32GB）Flat Earphones Combo Set","KSh 8,500","KSh 17,000",50%,4.7 out of 5,
"Fashion Women's Drop Shoulder Flap Pocket Patched Button Up Denim Jacket, Blue","KSh 1,709","KSh 2,573",34%,4.9 out of 5,
LASA TV Stand TV Cabinet With Open Storage Shelving,"KSh 13,250","KSh 17,950",26%,5 out of 5,
Fashion Women's Watch Silicone Jelly Colour - White,KSh 400,KSh 700,43%,5 out of 5,
Fashion Leather Watch For Fashionable Women,KSh 490,KSh 790,38%,5 out of 5,
Ramtons RF/175 - 2 Door Direct Cool Fridge - 128 Litres - Blue (1YR WRTY),"KSh 36,450",,,4.6 out of 5,
"Men's Electric Hair Clipper, Electric Shave, Electric Clipper Pusher, Beard Trimmer","KSh 1,575","KSh 2,107",25%,3.5 out of 5,
cloudoon Underwear For Men Boxer Thin & Cool For Summer 4pcs/set,KSh 499,KSh 939,47%,3.8 out of 5,
Gimbal Camera Stabilizer For Shooting Free Fill Light,"KSh 2,350","KSh 4,599",49%,4 out of 5,
Mini Safe Book Hide Secret Lock Storage Password Locker,"KSh 1,580","KSh 2,520",37%,5 out of 5,
Fashion Men Shoes Sneakers Casual Shoes Outdoor Shoes Running Shoes Sport  Shoes,KSh 688,"KSh 1,291",47%,3.6 out of 5,
Fashion Vintage Men Briefcase Large Shoulder Business Handbag,"KSh 2,780","KSh 3,583",22%,4.8 out of 5,
13Pieces Of SMPU Leather Fetish Bondage Kit,"KSh 1,899","KSh 3,199",41%,3.6 out of 5,
"7ft / 83""/210CM Multi Photography Light Stand",KSh 959,"KSh 1,718",44%,3.9 out of 5,
3-piece Set Of Business Color Matching Backpack-computer Bag-shoulder Bag-wallet-USB Charging,"KSh 1,420","KSh 1,880",24%,3.5 out of 5,
LASA 14 Shelved Metal Bookcase,"KSh 15,350","KSh 23,950",36%,5 out of 5,
Ramtons RG/504 - 2 Burner + Grill Gas Cooker S/Steel - Silver (1YR WRTY),"KSh 12,100",,,4.3 out of 5,
Fashion Couple Necklace Sun Moon Love Simple Fashion Magnet Stone,KSh 199,KSh 299,33%,3 out of 5,
Ramtons RM/576 - Hot & Normal Water Dispenser + Stand - Silver (1YR WRTY),"KSh 10,420",,,4.3 out of 5,
Ramtons RW/155- TWIN TUB SEMI AUTOMATIC 12KG WASHER (1YR WRTY),"KSh 47,000",,,4.5 out of 5,
Full Touch Screen Watch - For Android & IOS,"KSh 1,199","KSh 2,158",44%,3 out of 5,
Fashion Women Fashion Rhinestones Inlaid Round Dial Analog - Pink,KSh 359,KSh 599,40%,4.5 out of 5,
4 In 1 Digital Soil Moisture Monitor PH Meter - Yellow/Black,"KSh 1,680","KSh 2,050",18%,4.3 out of 5,
"Konka Professional Espresso Coffee Machine, Elegant Design,  White Color","KSh 18,988","KSh 20,045",5%,,
Fashion Versatile Men's Casual Pants In Classic Black,"KSh 925 - KSh 1,028","KSh 1,945 - KSh 2,000",52%,,
Ramtons RG/518- 2 Burner Gas Cooker- Stainless Steel- Silver. (1YR WRTY),"KSh 5,740",,,4.3 out of 5,
Gogoey New Pink Watches Women Watch LED Digital Sport,KSh 390,KSh 557,30%,3.2 out of 5,
270mL Mist Humidifier Diffuser USB Emulation Flame LED,"KSh 2,200","KSh 3,569",38%,4 out of 5,
"100W LED Solar Ceiling Light, Balcony, Courtyard, Garden, Waterproof Chandelier","KSh 1,950","KSh 3,320",41%,3.7 out of 5,
Digital LCD PH Meters Pen Professional Water Quality Tester - Yellow,"KSh 1,736","KSh 2,500",31%,3 out of 5,
Fashion Women Watch Mesh Belt Ultra-thin Fashion Luxury,KSh 499,KSh 799,38%,5 out of 5,
LASA CE-LINK 4K HDMI 2.0 60/30hz 3m Flat Cable - Black,KSh 631,KSh 895,29%,4.3 out of 5,
Fashion Jade Amulet Unisex Necklace Natural Hand-carved Jewelry Pendant,KSh 119,KSh 233,49%,,
Full Touch Screen Smart Sports Watch Multifunctional Smart Watch,"KSh 1,128","KSh 1,800",37%,3 out of 5,
Fashion Bob Wig African Women Short Hair  High Quality High Temperature Fiber Synthetic Wig Headgear,"KSh 1,999","KSh 3,999",50%,5 out of 5,
LASA Usb C To Usb A Cable Fast Charging Cable 3a - 15cm,KSh 350,KSh 560,38%,4.3 out of 5,
Ramtons RF/319- 430 LITERS SIDE BY SIDE LED NO FROST FRIDGE (1YR WRTY),"KSh 119,200",,,5 out of 5,
LASA Adj Bathroom Corner Shelf Shower Caddy Floor To Ceiling,"KSh 2,390","KSh 3,900",39%,5 out of 5,
VIC High Pressure 3 Modes Shower Head Adjustable With Boost Filter And Hook Clasp,KSh 495,KSh 888,44%,1 out of 5,
"Automatic Juicer, Fruit And Vegetable Juice Cooking Machine，1.5L Blender-Silver","KSh 3,120","KSh 5,121",39%,5 out of 5,
Vlog Video Kit 7 Pieces Removable For Various Scenarios,"KSh 1,090","KSh 1,713",36%,3.8 out of 5,
Fashion Mens Long Sleeve Denim Jacket Casual Jeans Shirts-Blue,"KSh 1,450","KSh 2,000",28%,4.2 out of 5,
"Fashion 2pcs T-shirt+shorts, Men's/youth Fashion Casual Trend Basketball Sportswear Set",KSh 990,"KSh 1,392",29%,,
Fashion Mens Cotton Long Jacket Windbreak Hooded Zipper Blazers Trench Coat-Pink,"KSh 1,580","KSh 2,100",25%,3.8 out of 5,
Smart Rechargeable Hair Trimmer -  Black,KSh 445,KSh 650,32%,3.5 out of 5,
Cell Phone Running Sports Armband Water Resistant 6.8 Inch,KSh 900,"KSh 1,800",50%,5 out of 5,
Electric Cordless Vacuum Ear Cleaner Ear Wax Remover Cleaning Tool,"KSh 1,952","KSh 3,900",50%,,
"Rubber O-Ring Classification Kit, 225 Pieces","KSh 1,080","KSh 1,512",29%,4.7 out of 5,
Fashion Braided Women Bracelet Watch - Rose Gold,KSh 400,KSh 700,43%,,
Dimmable 26cm LED Ring Light With Bluetooth Remote Control Mobile Phone Tripod,"KSh 1,528","KSh 2,806",46%,3.7 out of 5,
3D Matte Frosted Adhesive Window Film Uv Stained Glass Sticker 30x200cm,KSh 940,"KSh 1,359",31%,3.5 out of 5,
Ramtons SINGLE TUB SEMI AUTOMATIC 9KG WASH ONLY - RW/130 (1YR WRTY),"KSh 22,160",,,5 out of 5,
Neck Head Shoulder Stretcher Relaxer Pillow Cervical Chiropractic Traction,KSh 879,"KSh 1,230",29%,,
Longbo Stainle Steel Luminous Waterproof Luxury Men Watch,KSh 999,"KSh 1,597",37%,4 out of 5,
3 In 1 Trimmer，Hair Beard And Nose Electric Rechargeable Shaver/Trimmer,"KSh 1,500","KSh 2,680",44%,4.1 out of 5,
Lenovo GM2 Pro True BT5.3 Wireless BT Gaming Headphones,"KSh 1,304","KSh 1,990",34%,4.3 out of 5,
Ramtons RM/193 - Coffee Maker Anti Drip - 1.5L - Black (1YR WRTY),"KSh 4,090",,,4.5 out of 5,
Ramtons RM/326 - 25L Microwave+ Grill Glass - Black (1YR WRTY),"KSh 18,130",,,4.5 out of 5,
LASA 4-Drawer Storage -Black,"KSh 5,450","KSh 8,565",36%,5 out of 5,
LASA 360 Rotating Aluminum Alloy Phone Tablet Stand Holder Mount Silver,"KSh 2,950",,,5 out of 5,
Lenovo XT92 Gaming Headset Low Latency Touch Bluetooth,"KSh 1,389","KSh 2,466",44%,4.1 out of 5,
3Color Changing Rechargeable Self-Adhesive Hill Light Strip - Silver White- 60cm,"KSh 1,499","KSh 1,899",21%,,
USB 3.0 Type A Male To Micro B Cord Compatible With Camera Hard Drive,KSh 309,KSh 539,43%,4 out of 5,
Double Sided Adhesive Wall Hooks Invisible Snap Hook Wall Storage Holder,"KSh 1,434","KSh 1,480",3%,1 out of 5,
LASA 3-Drawer Storage - Gold / White,"KSh 4,250","KSh 7,865",46%,4 out of 5,
"HD Infrared Night Vision Telescope, Digital Binoculars - Black","KSh 5,849","KSh 10,748",46%,2 out of 5,
Fashion Mens Sneakers Sports Shoes Breathable Casual Running Shoes-Black,"KSh 1,028 - KSh 1,140","KSh 1,810 - KSh 2,000",43%,,
